,address,city,country,description,distanceFromCenter,field1,field8,friendlyUrl,id,lat,long,name,postalCode,province
1359,,Anjou,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '24-Jul', 'WebsiteAddress': 'www.echecaucrime.com', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'administration@echecaucrime.com', 'FeeStructureSource': 'free', 'MetaDescription': '\\xC9CHEC AU CRIME : Crime reporting. List of wanted suspects.', 'ApplicationProcess': '', 'Phone1Number': '1 800 711-1800'}}",8737.284186167188,18764683,FN-1700.2600,echec-au-crime-18764683,1733818,0.0,0.0,\xE9chec au crime,,QC
1360,,Montr\xE9al,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': 'Monday to Friday 8h30 to 20h30, Saturday, Sunday and holidays 9h00 to 17h00', 'WebsiteAddress': 'www1.ville.montreal.qc.ca/banque311', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': 'free', 'MetaDescription': 'MONTR\\xC9AL - CITY - 3-1-1 DATABASE : Phone information service for any requests regarding municipal services or regulation. Single number for all boroughs and central administration.', 'ApplicationProcess': '', 'Phone1Number': '1/1/03'}}",8737.284186167188,29575856,TD-0300.1200; TE-8920.7100-850; TJ-3000.1500; TJ-3200.2500-850; JP-6500.3000; TE-8915; TE-8920.7100-170; TH-2600.1900-180,montreal-city-3-1-1-database-29575856,1737042,0.0,0.0,montr\xE9al - city - 3-1-1 database,,QC
1361,,Pierrefonds-Roxboro,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'women and teens 14 years old and over, victims of sexual assault', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': 'Monday to Friday 9h00 to 17h00, support group at night', 'WebsiteAddress': 'www.calacsdelouest.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@calacsdelouest.ca', 'FeeStructureSource': 'free', 'MetaDescription': ""CENTRE D'AIDE ET DE LUTTE CONTRE LES AGRESSIONS \\xC0 CARACT\\xC8RE SEXUEL - WEST ISLAND : Individual sessions, information, helpline for survivors and close ones.Public awareness, education, prevention and advocacy for right regarding sexual violence.Weekly supp"", 'ApplicationProcess': 'waiting list', 'Phone1Number': '514 684-2198'}}",8737.284186167188,18762320,RP-1400.8000-800; PN-8100.0200-800; FN-1500.8150; FN-1900.0500; TD-1600.3100-850; RP-1500.1400-750,centre-daide-et-de-lutte-contre-les-agressions-a-caractere-sexuel-west-island-18762320,1739201,0.0,0.0,centre d'aide et de lutte contre les agressions \xE0 caract\xE8re sexuel - west island,,QC
1362,,Saint-L\xE9onard,Canada,"{'AllFields': {'CoverageArea': 'Saint-L\\xE9onard', 'Eligibility': 'community organizations, vulnerable families', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '', 'WebsiteAddress': '', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'concertation.sa.sl@gmail.com', 'FeeStructureSource': '', 'MetaDescription': 'CONCERTATION EN S\\xC9CURIT\\xC9 ALIMENTAIRE DE SAINT-L\\xC9ONARD : Consultation among neighbourhood food security organizations. Support to the development of collective projects in food security in the Saint-L\\xE9onard neighbourhood.', 'ApplicationProcess': '', 'Phone1Number': ''}}",8737.284186167188,50444523,TD-6500 * YZ-3280; BD-1800.2250; YH-0300.5350; YH-0300.0200; YH-6000.0700; YH-6000.3100,concertation-en-securite-alimentaire-de-saint-leonard-50444523,1730269,0.0,0.0,concertation en s\xE9curit\xE9 alimentaire de saint-l\xE9onard,,QC
1363,,Montr\xE9al,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'anyone who is victim of criminal act, their close ones, witnesses of crime, regardless of the gravity, the nature and the time the crime was committed, whether or not the perpetrator of the crime has been identified, arrested, charged or found guilty', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': 'Monday to Friday 9h00 to 17h00', 'WebsiteAddress': 'www.cavacmontreal.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': 'https://www.youtube.com/embed/WNfmEgvoBUw', 'EmailAddressMain': 'communication@cavacmontreal.qc.ca', 'FeeStructureSource': 'free', 'MetaDescription': 'CRIME VICTIMS ASSISTANCE CENTRE OF MONTR\\xC9AL - MONTR\\xC9AL CENTRE : Confidential frontline services, adapted to every step of the legal process. Needs assessment.Post-traumatic, psycho and socio-legal intervention.Information about rights and remediesÂ\xa0and ref', 'ApplicationProcess': 'by phone', 'Phone1Number': '1 866 532-2822'}}",8737.284186167188,18761879,YH-6000.3100; FN-1900.2500; FN-1900.0500; RP-1400.8000-675 * YF-5000.0500-650,crime-victims-assistance-centre-of-montreal-montreal-centre-18761879,1734831,0.0,0.0,crime victims assistance centre of montr\xE9al - montr\xE9al centre,,QC
1364,,Rivi\xE8re-des-Prairies—Pointe-aux-Trembles,Canada,"{'AllFields': {'CoverageArea': 'food distribution: Montr\\xE9al, veterinarian fees: Province of Qu\\xE9bec (electronic transfer), but preferably Montr\\xE9al or people able to travel to a partner veterinarian in Montr\\xE9al', 'Eligibility': 'homeless people and people on a low income', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': 'by appointment', 'WebsiteAddress': 'www.maindanslapatte.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@maindanslapatte.org', 'FeeStructureSource': '', 'MetaDescription': ""QUEBEC UNDERSERVED PET'S FRIEND : Services for pets of underserved people. Distribution of food and treats.Assistance with veterinarian fees.Distribution of winter coats for dogs."", 'ApplicationProcess': '', 'Phone1Number': '514 467-5237'}}",8737.284186167188,40430707,PD-6250.6600; PD-9000.9000; PD-9000.8000,quebec-underserved-pets-friend-40430707,1733885,0.0,0.0,quebec underserved pet's friend,,QC
1365,,Mont-Royal,Canada,"{'AllFields': {'CoverageArea': 'Laval and Montr\\xE9al Island', 'Eligibility': 'women and children from muticultural communities', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '24/7 answering machine', 'WebsiteAddress': 'shieldofathena.com', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'bouclierdathena@bellnet.ca', 'FeeStructureSource': 'free', 'MetaDescription': 'INFO LINE FOR VICTIMS OF SEXUAL ASSAULT : Multilingual information and help on resources available for women and children victims of sexual assault.', 'ApplicationProcess': '', 'Phone1Number': '514 270-2900'}}",8737.284186167188,18767548,YH-5000.0200; YH-6000.0700; YH-1800.0550; YH-0500.1600; YH-1800.2550; YH-1400.3000; YH-6000.3100; YH-0500.8140-300; YH-5000.3000; YH-1800.3350; YH-0500.8140-650; YH-1800.6500; YH-1800.6950; YH-1800.7000; YH-0500.8170-900; RP-1500.1400-750; RP-1400.8000-800 * YX-0300.0190,info-line-for-victims-of-sexual-assault-18767548,1736223,0.0,0.0,info line for victims of sexual assault,,QC
1366,,C\xF4te-des-Neiges—Notre-Dame-de-Gr\xE2ce,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'women with or without children victims of domestic violence', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '24-Jul', 'WebsiteAddress': 'www.aubergetransition.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'direction@aubergetransition.org', 'FeeStructureSource': 'free', 'MetaDescription': 'AUBERGE TRANSITION : Free housing and consultation center.Support, accompaniment, referral and post-housingÂ\xa0follow-up.Support group.Emergency helpline service, 24/7.Free and confidential service.', 'ApplicationProcess': '', 'Phone1Number': '514 481-0495'}}",8737.284186167188,18760555,YH-6000.3100; YH-1800.3350; YH-0500.8140-650; RP-1400.8000-020.80 * YX-0300.0190; PN-8100.0200-180 * YX-0300.0190; RP-1500.1400-200; RP-1400.8000-020.80 * YE-3500.4000; YH-0500.8140-300,auberge-transition-18760555,1737148,0.0,0.0,auberge transition,,QC
1367,,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'people living with HIV-AIDS or STIs, or having interrogations about HIV-AIDS or STIs, relatives and professionals', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': 'Monday to Friday 10h00 to 17h00', 'WebsiteAddress': 'www.pvsq.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@pvsq.org', 'FeeStructureSource': 'none', 'MetaDescription': ""QUEBEC HIV-AIDS PORTAL : Phone line for any question about HIV and other sexually transmitted infections (STIs). Online chat.Iphone application Sexposer to assess the level of risk and identify nearby testing sites.Sext'Info: anonymous and confidential te"", 'ApplicationProcess': 'by phone, email or text', 'Phone1Number': '514 523-4636'}}",8737.284186167188,18764877,TJ-3200.5000 * YF-3000.7740; TJ-3200.5000 * YF-3000.0270; TJ-1800.3300-800 * YF-3000.7740; TJ-1800.3300-800 * YF-3000.0270,quebec-hiv-aids-portal-18764877,1734851,0.0,0.0,quebec hiv-aids portal,,QC
1368,,Montr\xE9al,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island and surroundings', 'Eligibility': 'young adults from 18 to 30 years old living with a physical disability', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '', 'WebsiteAddress': 'www.defphyssanslimite.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'defphys.sanslimite@gmail.com', 'FeeStructureSource': 'annual membership: $30', 'MetaDescription': 'D\\xC9FPHYS SANS LIMITE : Organization seeking to break the social isolation of young adults living with a physical disability. Adapted activities.Accompaniment by volunteers.', 'ApplicationProcess': 'by email or phone', 'Phone1Number': '514 883-9082'}}",8737.284186167188,68869502,PS-8000.3000 * YF-6500; PX,defphys-sans-limite-68869502,1731351,0.0,0.0,d\xE9fphys sans limite,,QC
1369,,Ahuntsic-Cartierville,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'general public, professionals, public authorities', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '', 'WebsiteAddress': 'www.psychotherapeutesquebec.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@psychotherapeutesquebec.ca', 'FeeStructureSource': '', 'MetaDescription': 'ASSOCIATION DES PSYCHOTH\\xC9RAPEUTES DU QU\\xC9BEC : Grouping of professionals who practice psychotherapy. Information, guidance and consultation.To find a psychotherapist:Â\xa0', 'ApplicationProcess': '', 'Phone1Number': '514 990-3403'}}",8737.284186167188,18762832,RR-8500; RD-6800.6500,association-des-psychotherapeutes-du-quebec-18762832,1732892,0.0,0.0,association des psychoth\xE9rapeutes du qu\xE9bec,,QC
1370,,Pointe-Claire,Canada,"{'AllFields': {'CoverageArea': 'West Island', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '', 'WebsiteAddress': 'www.ciusss-ouestmtl.gouv.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'informations.comtl@ssss.gouv.qc.ca', 'FeeStructureSource': '', 'MetaDescription': ""CENTRE INT\\xC9GR\\xC9 UNIVERSITAIRE DE SANT\\xC9 ET DE SERVICES SOCIAUX DE L'OUEST-DE-L'\\xCELE-DE-MONTR\\xC9AL : Planning, coordination and organization of social and health services. Â\xa0Responsibility of the availability of care to the entire population, including the most"", 'ApplicationProcess': '', 'Phone1Number': '514 630-2123'}}",8737.284186167188,18760688,JP-6800; DF-4500.2000-100,centre-integre-universitaire-de-sante-et-de-services-sociaux-de-louest-de-lile-de-montreal-18760688,1733008,0.0,0.0,centre int\xE9gr\xE9 universitaire de sant\xE9 et de services sociaux de l'ouest-de-l'\xEEle-de-montr\xE9al,,QC
1371,,Saint-Laurent,Canada,"{'AllFields': {'CoverageArea': 'Bordeaux-Cartierville, Saint-Laurent', 'Eligibility': 'adults living with severe or persistent mental health problems,with or without medical referral, people 14 years old and over in crisis situations', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '', 'WebsiteAddress': 'associationiris.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'bcv@associationiris.ca', 'FeeStructureSource': '', 'MetaDescription': 'ASSOCIATION IRIS - INITIATIVE DE R\\xC9INSERTION SOCIALE : Crisis intervention.Individual or family meetings.Community monitoring.', 'ApplicationProcess': '', 'Phone1Number': '514 381-8026'}}",8737.284186167188,52891515,RP-6400.8000-050; RP-1500.1400-250; RP-1400.8000-675; RP-1500.3300,association-iris-initiative-de-reinsertion-sociale-52891515,1732899,0.0,0.0,association iris - initiative de r\xE9insertion sociale,,QC
1372,,Montr\xE9al,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'suicidal persons and their relatives, mourning people', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '24-Jul', 'WebsiteAddress': 'www.aqps.info/besoin-aide-urgente', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': 'free', 'MetaDescription': 'LIGNE DE PR\\xC9VENTION DU SUICIDE 1 866 APPELLE : Provincewide suicide prevention line. Distribution of calls to regional suicide prevention centers.', 'ApplicationProcess': '', 'Phone1Number': '1 866 277-3553'}}",8737.284186167188,35772833,RP-1500.1400-800,ligne-de-prevention-du-suicide-1-866-appelle-35772833,1736225,0.0,0.0,ligne de pr\xE9vention du suicide 1 866 appelle,,QC
1373,,Montr\xE9al,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'people living with migraines or headaches', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '', 'WebsiteAddress': 'migrainequebec.com', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'entraidemontreal@migrainequebec.com', 'FeeStructureSource': 'free', 'MetaDescription': 'MIGRAINE-QU\\xC9BEC - ENTRAIDE MONTR\\xC9AL : Bilingual support group.', 'ApplicationProcess': '', 'Phone1Number': ''}}",8737.284186167188,55215382,PN-8100.3000 * YF-3000.3500,migraine-quebec-entraide-montreal-55215382,1730892,0.0,0.0,migraine-qu\xE9bec - entraide montr\xE9al,,QC
1374,,Dorval,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'bereaved parents who have lost children', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': 'meetings: 1st Tuesday of the month 19h00', 'WebsiteAddress': 'www.tcfcanada.net', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'wlramy@aol.com', 'FeeStructureSource': 'none', 'MetaDescription': 'COMPASSIONATE FRIENDS OF CANADA (THE) : Monthly open self-help group under the guidance of bereaved parents.', 'ApplicationProcess': '', 'Phone1Number': '438 257-0881'}}",8737.284186167188,18761452,PN-8100.1000-100,compassionate-friends-of-canada-the-18761452,1735286,0.0,0.0,compassionate friends of canada (the),,QC
1375,,Montr\xE9al,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'suicidal people, their friends and families, people who are bereaved by suicide, counsellors', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '24-Jul', 'WebsiteAddress': 'suicideactionmontreal.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@suicideactionmontreal.qc.ca', 'FeeStructureSource': 'free, except for the training and postvention services', 'MetaDescription': ""SUICIDE ACTION MONTR\\xC9AL : Confidential 24 hour telephone counselling and follow-up for people at a high risk for suicide.Information sessions and counselling for suicidal people's family and friends.Individual, couple, family counselling and support group"", 'ApplicationProcess': '', 'Phone1Number': '1 866 277-3553'}}",8737.284186167188,18761323,PN-8100.1000-800; RR-5150.5000-800; RP-1500.1400-800; RP-1400.8000-825,suicide-action-montreal-18761323,1737103,0.0,0.0,suicide action montr\xE9al,,QC
1376,,Montr\xE9al,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec and Eastern Ontario', 'Eligibility': 'compulsive overeaters', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '', 'WebsiteAddress': 'oamontrealenglish.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': 'voluntary contribution', 'MetaDescription': 'OVEREATERS ANONYMOUS - MONTREAL ENGLISH INTERGROUP : Recovery and support program for compulsive overeaters. Peer groups based on the 12 steps approach.Telephone and online meetings.', 'ApplicationProcess': '', 'Phone1Number': '514 488-1812'}}",8737.284186167188,18766625,PN-8100.0500-900 * YF-5000.2150-080,overeaters-anonymous-montreal-english-intergroup-18766625,1735290,0.0,0.0,overeaters anonymous - montreal english intergroup,,QC
1377,,C\xF4te-des-Neiges—Notre-Dame-de-Gr\xE2ce,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'single mothers', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': 'contact: 7 days, 6h00 to 22h00', 'WebsiteAddress': 'www.singlemomtreal.com', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': 'players.brightcove.net/293884104/SJa0Thl7_default/index.html?videoId=5776257292001', 'EmailAddressMain': 'admin@singlemomtreal.com', 'FeeStructureSource': 'free', 'MetaDescription': 'SINGLE MOMTREAL ORGANIZATION : InformationÂ\xa0and referral.Private online Facebook group where single moms can connect with one another and learn how to obtain emergency food donations.Support to each other: monthly meet-ups.Material assistance by donations.', 'ApplicationProcess': 'general services: send an email or a facebook message, private Facebook group: send a request at www.facebook.com/groups/588097081523494', 'Phone1Number': ''}}",8737.284186167188,55579391,BM-6500.1500-250; BM-3000.2000-250; BM-3000.0500-250; BM-3000.5000; BM-6000.6000; BM-3000.4000; BM-3000.0500-760; PL-7200.8000; TA-3000.0750; TJ-1800.3300-800 * YK-6500.8000-830; PN-8100.6500-650 * YK-6500.8000-830; PL-7200.8484,single-momtreal-organization-55579391,1734260,0.0,0.0,single momtreal organization,,QC
1378,,Mercier—Hochelaga-Maisonneuve,Canada,"{'AllFields': {'CoverageArea': 'le Qu\\xE9bec', 'Eligibility': 'people with a drug use problem', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '', 'WebsiteAddress': 'www.naquebec.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@naquebec.org', 'FeeStructureSource': 'none', 'MetaDescription': 'NARCOTICS ANONYMOUS : 12-step recovery program. Weekly self-help group.Teaching of basic spiritual principles.Non-religious.', 'ApplicationProcess': 'in person during meetings', 'Phone1Number': '1 855 544-6362'}}",8737.284186167188,24271516,PN-8100.0500-180,narcotics-anonymous-24271516,1736247,0.0,0.0,narcotics anonymous,,QC
1379,,Pointe-Claire,Canada,"{'AllFields': {'CoverageArea': 'Pointe-Claire', 'Eligibility': 'people with financial problems', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '', 'WebsiteAddress': '', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': 'free', 'MetaDescription': 'CHRISTIAN ACTION : Food basket delivery.', 'ApplicationProcess': 'by phone', 'Phone1Number': '514 694-9246'}}",8737.284186167188,18764760,BD-1800.2000; PH-2950.1500-120,christian-action-18764760,1732071,0.0,0.0,christian action,,QC
1380,,LaSalle,Canada,"{'AllFields': {'CoverageArea': 'Le Sud-Ouest', 'Eligibility': 'seniors 75 years and over without a present family or significant social contact', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': 'Monday to Friday 9h00 to 16h00', 'WebsiteAddress': 'www.petitsfreres.ca/sudouest', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': 'https://www.youtube.com/embed/hY8qqRWlVtc', 'EmailAddressMain': 'sudouestmontreal@petitsfreres.ca', 'FeeStructureSource': 'free', 'MetaDescription': ""LITTLE BROTHERS - SUD-OUEST : Organization seeking to deal with the isolation of people of advanced age until their end of life. Accompaniment and twinning with volunteersVisits in people's living environments: at-home, at the hospital or CHSLD, in reside"", 'ApplicationProcess': '', 'Phone1Number': '514 527-8653'}}",8737.284186167188,53515793,PH-1400.1000 * YB-8000; PH-1400.1900-220; PH-1400.1900-230; PH-2950.1500-220; TC-5500.8000,little-brothers-sud-ouest-53515793,1739125,0.0,0.0,little brothers - sud-ouest,,QC
1381,,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': '\\xEEle de Montr\\xE9al', 'Eligibility': 'community partners as the Service de police de la Ville de Montr\\xE9al and other organizations from the Health and Social Services, Correctional or Community-based networks', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '24-Jul', 'WebsiteAddress': 'www.ciusss-centresudmtl.gouv.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': ""URGENCE PSYCHOSOCIALE-JUSTICE : Crisis intervention forÂ\xa0situations involving people with an altered mental state.Telephone counselling onÂ\xa0avenues of intervention that can prevent the deterioration of a person's mental state."", 'ApplicationProcess': ""only through a call from SPVM's officers or a social worker from the Health and Social Services, Correctional or Community-based networks"", 'Phone1Number': '514 861-9331 ext. 8163'}}",8737.284186167188,18766495,RP-1500.3300; RP-1500.1400-250,urgence-psychosociale-justice-18766495,1737109,0.0,0.0,urgence psychosociale-justice,,QC
1382,,Pierrefonds-Roxboro,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island and surroundings', 'Eligibility': 'women and children victims of domestic violence, their families, professionals', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '24-Jul', 'WebsiteAddress': 'www.wiws.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@rfoi.org', 'FeeStructureSource': 'free', 'MetaDescription': ""WEST ISLAND WOMEN'S SHELTER : Shelter for women and children victim of domestic violence. Reception and post-shelter follow-up.Phone listening.External counselling.Assistance with legal and financial procedures.Specialized intervention for children.Suppor"", 'ApplicationProcess': '', 'Phone1Number': '514 620-4845 ext. 221'}}",8737.284186167188,18761582,YH-6000.3100; RP-1400.8000-020.80 * YX-0300.0190; RP-1400.8000-020.21; RP-1500.1400-200; FN-1500.1900-800; BH-8600 * YX-0300.0190,west-island-womens-shelter-18761582,1738155,0.0,0.0,west island women's shelter,,QC
1383,,Le Sud-Ouest,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'Qu\\xE9bec workers of all ages', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '', 'WebsiteAddress': 'www.questionretraite.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@questionretraite.ca', 'FeeStructureSource': '', 'MetaDescription': 'QUESTION RETRAITE : Retirement financial planning. Gathering and presentation of appropriate information to facilitate the process.Dissemination of planning tools.', 'ApplicationProcess': '', 'Phone1Number': ''}}",8737.284186167188,29783088,DM-7150; DM-6500,question-retraite-29783088,1733922,0.0,0.0,question retraite,,QC
1384,,Verdun,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'adults with mental health problems', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': 'office: Monday to Friday 9h00 to 16h30', 'WebsiteAddress': 'www.projetpal.com', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'sltdepal@gmail.com', 'FeeStructureSource': '', 'MetaDescription': 'SOUS LE TOIT DE P.A.L. : Permanent housing with community support for people living with mental health troubles. Alternative intervention approach to increase autonomy.', 'ApplicationProcess': 'criteria evaluation and start of application process by phone', 'Phone1Number': '514 508-1873'}}",8737.284186167188,58102437,RR-8800.5100,sous-le-toit-de-pal-58102437,1738552,0.0,0.0,sous le toit de p.a.l.,,QC
1385,,Rosemont—La Petite-Patrie,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'youth 15 to 20 years old in a difficult situation', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': '24-Jul', 'WebsiteAddress': 'www.hebergementstdenis.com', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'heberg.stdenis@oricom.ca', 'FeeStructureSource': '$9 per day', 'MetaDescription': ""SERVICE D'H\\xC9BERGEMENT ST-DENIS : Room and board accommodation for 3 to 6 months including community meals. Individual and group interventions: support by understanding their situation and identifying solutions, helping them throughout their search for aut"", 'ApplicationProcess': 'assessment: response to the request in the following 48 to 72 hours', 'Phone1Number': '514 374-6673'}}",8737.284186167188,18761500,BH-8600 * YV-3000.8000; BH-8600 * YV-3000.3050; BH-8600 * YV-3000.7500,service-dhebergement-st-denis-18761500,1737221,0.0,0.0,service d'h\xE9bergement st-denis,,QC
1386,,Montr\xE9al,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al: Centre-Nord, Sud-Ouest, Laval, South Shore', 'Eligibility': 'youth and young adults 14 to 25 years old, temporary housing: youth 17 to 22 years old', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'Yes', 'HoursOfOperation': 'intervention helpline: Monday, Wednesday and Thursday 13h00 to 18h00, activities: Monday to Friday (variable hours)', 'WebsiteAddress': 'www.bureaudeconsultationjeunesse.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'infobcj@gmail.com', 'FeeStructureSource': '', 'MetaDescription': 'BUREAU DE CONSULTATION JEUNESSE : Support program for the youth and young parents. Consultation, information, follow-up and accompaniment regarding different situations.Intervention helpline.One on one meetings and group activities.Temporary housing with', 'ApplicationProcess': 'by phone on the intervention helpline: 514 270-9760', 'Phone1Number': '514 270-9760'}}",8737.284186167188,18759978,PH-6100.1800-900; TD-1600.3100-140; BH-8600 * YV-3000.7500; BH-8600 * YV-3000.8000; BH-8600 * YV-3000.3050; PN-8100.6500-650 * YK-6500.4900; PN-8100.6500-650 * YK-6500.8500; PN-8100.6500-650 * YK-6500.1900,bureau-de-consultation-jeunesse-18759978,1737594,0.0,0.0,bureau de consultation jeunesse,,QC
